"","time","mei","meiNorm","meiInt","meiDInt"
"326",2006-02-01,-0.48,-0.43404207288572,-0.18205893909992,0.198006162702522
"327",2006-03-01,-0.62,-0.576803722172969,-0.286981647553699,0.130871000555798
"328",2006-04-01,-0.84,-0.801143456767218,-0.371848254209434,0.0574368620137033
"329",2006-05-01,-0.42,-0.37285850890547,-0.406760099989994,-0.0172415495042663
"330",2006-06-01,-0.18,-0.128124252984471,-0.412866946674264,-0.0897571777247395
"331",2006-07-01,0.21,0.269568912887152,-0.362606737930129,-0.149699288337591
"332",2006-08-01,0.59,0.6570648180954,-0.272190681766645,-0.192595373418916
"333",2006-09-01,0.65,0.718248382075649,-0.178165936583993,-0.219542827681335
"334",2006-10-01,0.77,0.840615510036149,-0.0391218001882613,-0.222998138808814
"335",2006-11-01,1,1.07515250529377,0.12090385100395,-0.201501868337682
"336",2006-12-01,0.64,0.708051121412275,0.230591232102455,-0.162784686355939
"337",2007-01-01,0.64,0.708051121412275,0.330787333083006,-0.110787884869787
"338",2007-02-01,0.39,0.453119604827901,0.387580212358167,-0.0507031198524651
"339",2007-03-01,-0.19,-0.138321513647846,0.382684008019286,0.0110768119058846
"340",2007-04-01,-0.32,-0.27088590227172,0.375769474059899,0.0734477553392826
"341",2007-05-01,-0.41,-0.362661248242095,0.334963353176726,0.129663647833263
"342",2007-06-01,-0.83,-0.790946196103843,0.234618845156431,0.171874187085102
"343",2007-07-01,-0.75,-0.709368110796843,0.126823957631967,0.196785178299284
"344",2007-08-01,-0.9,-0.862327020747467,-0.0139561081202225,0.199450513749287
